Bot_Name,Artist,Banner,Bot_ID,Bot_Status,Build_Method,Category,Comment,Creator,Exp_after,Exp_before,Exp_gif,GUI_bot,Hotspot,Image_V3_tag,JSON,Launch_Date,Like,MyShell_URL,Myshell主站,Note,Tag,Theme,Yuki's Explore,banner_mobile,"bobo：tip ",input_guide,web_bot_name,微信/Discord/x,自动化效果测试集,进度,重新部署
Halloween Custom Fits! 🎃,,,1760847855,private,,图生图,,maiobiai,,,,"GUI, P0, 已加入配置, 排期上线",YES,"floor_4, floor_8, portrait_beauty",,2025/10/20,Bobo,https://app.myshell.ai/chat/1760847855,,万圣节装扮,"Beauty, Halloween, Headshot, 可在挖掘, 整活",AI Images,,,,,,李火火 (https://www.notion.so/1bb3f81ff51e80eba138d176a1426398?pvs=21),,自动化测试集完成,
EmojiDuo,,,1760884218,private,,文生图,,PenguinAI,,,,GUI,YES,"all_art_animegame_ip, all_art_material, floor_3, floor_4",,2025/10/20,Bobo,https://app.myshell.ai/chat/1760884218,,emoji表情包转化成Duo风格,"IP, emoji, 可在挖掘, 整活",AI Images,,,,,,企鹅张艺瀚 (https://www.notion.so/11a3f81ff51e805885b6da514c863de4?pvs=21),,自动化测试集完成,
DotCanvas Filter,,,1760784148,public,,(文+图)生图,,Toki_no_Chanshi,,,,,,floor_4,,2025/10/20,,https://app.myshell.ai/chat/1760784148,,点状滤镜,整活,AI Images,,,,,,仟士 (https://www.notion.so/1383f81ff51e809b89b7daeedb81f097?pvs=21),,自动化测试集完成,
SAJA BOYS: K-Pop Idol,,,1714804309,private,,图生图,,UTENA,,,,GUI,YES,"all_art_animegame_ip, all_art_material",,2025/10/20,Bobo,https://app.myshell.ai/chat/1714804309,,kpop demon hunter里的男团装扮cos,"Anime, Beauty, Headshot, IP, kpop, 可在挖掘, 整活",AI Images,,,,,,UTENA TENJOU  (https://www.notion.so/UTENA-TENJOU-2473f81ff51e80e9af3bd6ed975fe863?pvs=21),1714804309 (https://www.notion.so/1714804309-2923f81ff51e809b991fc61bc9e8df15?pvs=21),自动化测试集完成,
Get Your Duolingo-Style Fashion! 🦉🎨,,,1760759671,private,,图生图,,maiobiai,,,,GUI,YES,"floor_1, floor_3, floor_4, floor_6",,2025/10/20,Bobo,https://app.myshell.ai/chat/1760759671,,duolingo时装秀,"Beauty, Headshot, IP, duolingo, 可在挖掘",AI Images,,,,,,李火火 (https://www.notion.so/1bb3f81ff51e80eba138d176a1426398?pvs=21),1760759671 (https://www.notion.so/1760759671-2923f81ff51e80ed9f4ccd18eec6c82b?pvs=21),自动化测试集完成,
3D Duolingo Character 💚,,,1760783041,public,,图生图,,SoilSighStudio,,,,"GUI, P1, 已加入配置, 排期上线",YES,"all_art_animegame_ip, floor_3, floor_4, portrait_style_cosplay",,2025/10/20,Bobo,https://app.myshell.ai/chat/1760783041,,Duolingo 3d模型滤镜风格，比较讨喜,"Beauty, Headshot, duolingo, 可在挖掘, 整活",AI Images,,,,,,soilsigh  (https://www.notion.so/soilsigh-1fc3f81ff51e80bbae15d5f7e82ae3de?pvs=21),,自动化测试集完成,
Image Style Converter,,,1760630791,private,,图生图,,cloud,,,,,,"all_art_animegame_ip, all_art_material, floor_3, floor_4",,2025/10/20,,https://app.myshell.ai/chat/1760630791,,20种艺术风格转化,"Anime, Beauty, Headshot, 可在挖掘, 整活",Photo Filters,,,,,,余烬 (https://www.notion.so/2623f81ff51e808dbd2dc93ffadbe258?pvs=21),,自动化测试集完成,
🌌 DreamArt 🌌,,,1760498698,public,,(文+图)生图,,night,,,,,,"floor_3, floor_5, image_tool, text_to_image",,2025/10/20,Bobo,https://app.myshell.ai/chat/1760498698,,Sora+生图工具,"tool, video, 可在挖掘, 整活",Image Tools,,,,,,night(discord) (https://www.notion.so/night-discord-2113f81ff51e80948b8bc3aa517b3e6d?pvs=21),,自动化测试集完成,
Awaken your abilities,,,1760932691,public,,图生图,,cloud,,,,,YES,"all_art_animegame_ip, all_art_material, floor_3",,2025/10/20,Bobo,https://app.myshell.ai/chat/1760932691,,择冒险的动漫世界并觉醒和对应世界匹配的能力,"Anime, Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,余烬 (https://www.notion.so/2623f81ff51e808dbd2dc93ffadbe258?pvs=21),,自动化测试集完成,
SORA 2 AI Video,,,1760955052,public,,图生视频,,OLDX,,,,GUI,YES,"floor_3, floor_5, image_tool",,2025/10/20,Bobo,https://app.myshell.ai/chat/1760955052,,Sora2 x佬版本,"IP, video, 可在挖掘, 整活",AI Images,,,,,,X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21),,自动化测试集完成,
Female Fit Frames,,,1760853759,public,,图生图,,thomas liang,,,,GUI,YES,"floor_3, floor_6, image_tool, portrait_beauty",,2025/10/20,Bobo,https://app.myshell.ai/chat/1760853759,,女性换装 效果佳,"可在挖掘, 整活",AI Images,,,,,,泫晨 (https://www.notion.so/11a3f81ff51e802da317ff372f508450?pvs=21),1760853759 (https://www.notion.so/1760853759-2923f81ff51e8052a1a7f3b1029af36b?pvs=21),自动化测试集完成,
Midjourney V7,,,1756626219,public,,文生图,,mike,,,,"GUI, P1, 已加入配置, 排期上线",,"image_tool, text_to_image",,2025/10/21,Bobo,https://app.myshell.ai/chat/1756626219,,midjorney生图工具,"tool, 整活",Image Tools,,,,,,mike (https://www.notion.so/mike-21c3f81ff51e801fb0c5e254c840df4e?pvs=21),,自动化测试集完成,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inmate Filter,,,1761017139,public,,(文+图)生图,,Aileen,,,,GUI,YES,"floor_3, floor_4",,2025/10/21,Bobo,https://app.myshell.ai/chat/1761017139,,入狱照生成,"Beauty, Headshot, IP, 整活",AI Images,,,,,,牟某某 (https://www.notion.so/1f83f81ff51e80be87d9c00a28fc88ae?pvs=21),,自动化测试集完成,
InfoFrame—Yap with Impact,,,1760868601,public,,(文+图)生图,,BinZI,,,,,,"image_tool, text_to_image, web3",,2025/10/21,Bobo,https://app.myshell.ai/chat/1760868601,,InfoFi人群配图工具,"tool, 整活",Image Tools,,,,,,彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21),,自动化测试集完成,
Your Subculture Fit🖤,,,1760879518,private,,图生图,,maiobiai,,,,"GUI, P2, 已加入base44, 排期上线",YES,"floor_1, floor_3, portrait_beauty, portrait_headshot",,2025/10/21,Bobo,https://app.myshell.ai/chat/1760879518,,亚文化装扮cos,"Beauty, Headshot, photo, 可在挖掘, 整活",AI Images,,,,,,李火火 (https://www.notion.so/1bb3f81ff51e80eba138d176a1426398?pvs=21),1760879518 (https://www.notion.so/1760879518-2933f81ff51e807e9233fd03eddecd1f?pvs=21),自动化测试集完成,
Midjourney V7,,,1756626219,public,,,,,,,,,,,,,,https://app.myshell.ai/chat/1756626219,,,,,,,,,,,,,
Shrek Style Filter🧌,,,1761018138,private,,图生图,,LeonGoing,,,,GUI,YES,"all_art_animegame_ip, all_art_material, floor_3, floor_4",,2025/10/21,Bobo,https://app.myshell.ai/chat/1761018138,,怪物史瑞克滤镜,"Anime, Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,L gong (https://www.notion.so/L-gong-2543f81ff51e804f8273f694735e3733?pvs=21),1761018138 (https://www.notion.so/1761018138-2933f81ff51e80d49c70e3b51c1a55f6?pvs=21),自动化测试集完成,
Pokemon Fashion Show,,,1761018319,private,,图生图,,CF_Leon,,,,GUI,YES,"all_art_animegame_ip, all_art_material, floor_3, floor_4",,2025/10/21,Bobo,https://app.myshell.ai/chat/1761018319,,宝可梦时装秀,"Beauty, Headshot, IP, pokemon, 可在挖掘, 整活",AI Images,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),,自动化测试集完成,
SORA 2 with REAL PERSON,,,1761023050,public,,图生视频,,become,,,,"GUI, P0, 已加入配置, 排期上线",YES,"floor_3, floor_5, image_tool, text_to_image",,2025/10/22,Bobo,https://app.myshell.ai/chat/1761023050,,Sora2生视频 支持真人版本,"Beauty, Headshot, tool, video, 可在挖掘",AI Images,,,,,,放空+亦诚小组 (https://www.notion.so/1f83f81ff51e808fb027ce7ec4a5ac1f?pvs=21),,自动化测试集完成,
Kpop Halloween Cosplay Hub🎃,,,1761113313,private,,图生图,,Cherry Wu,,,,GUI,YES,"festival, floor_3, floor_8, portrait_beauty, portrait_headshot, portrait_style_cosplay",,2025/10/22,Bobo,https://app.myshell.ai/chat/1761113313,,kpop万圣节cos,"Halloween, IP, 可在挖掘, 整活",AI Images,,,,,,柒柒 (https://www.notion.so/2923f81ff51e801ba3e5e6329276268c?pvs=21),1761113313 (https://www.notion.so/1761113313-2943f81ff51e8053a41ffe35aaf6f46d?pvs=21),自动化测试集完成,
Pure Prison Style Portraits,,,1761038856,private,,图生图,,CF_Leon,,,,GUI,,"floor_3, floor_4",,2025/10/22,Bobo,https://app.myshell.ai/chat/1761038856,,监狱装扮生成,"Beauty, Headshot, 可在挖掘, 整活",AI Images,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),1761038856 (https://www.notion.so/1761038856-2943f81ff51e80f2b423c09a73a7d736?pvs=21),自动化测试集完成,
Sugar Skull Art,,,1761069836,public,,图生图,,Lucas,,,,"GUI, P0, 已加入配置, 排期上线",YES,"floor_3, floor_4, portrait_beauty, portrait_headshot",,2025/10/22,Bobo,https://app.myshell.ai/chat/1761069836,,亡灵节装扮cos,"Beauty, Halloween, Headshot, nano, 可在挖掘, 整活",Photo Filters,,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),1761069836 (https://www.notion.so/1761069836-2943f81ff51e8092af8fedf7adf4d3d7?pvs=21),自动化测试集完成,
VS Angel Lens,,,1760936132,public,,图生图,,thomas liang,,,,GUI,YES,"floor_3, portrait_beauty, portrait_headshot",,2025/10/23,Bobo,https://app.myshell.ai/chat/1760936132,,维密秀换装,"Beauty, Headshot, IP, victoria, 可在挖掘, 整活",AI Images,,,,,,泫晨 (https://www.notion.so/11a3f81ff51e802da317ff372f508450?pvs=21),1760936132 (https://www.notion.so/1760936132-2953f81ff51e809dac98e38d0512a32a?pvs=21),自动化测试集完成,
Halloween Cosplay,,,1757915941,private,,图生图,,Aileen,,,,,YES,"festival, floor_3, floor_4, floor_8, portrait_style_cosplay",,2025/10/23,Bobo,https://app.myshell.ai/chat/1757915941,,万圣节经典服装cos,"Beauty, Halloween, IP, 可在挖掘, 整活",AI Images,,,,,,牟某某 (https://www.notion.so/1f83f81ff51e80be87d9c00a28fc88ae?pvs=21),1757915941 (https://www.notion.so/1757915941-2953f81ff51e80ebad48e7d6dd14d6f6?pvs=21),自动化测试集完成,
MonsterPosterMaker,,,1761276153,private,,图生图,,Cherry Wu,,,,"GUI, P1, 已加入base44, 排期上线",YES,"floor_3, portrait_style_cosplay",,2025/10/24,Bobo,https://app.myshell.ai/chat/1761276153,,Netflix 热榜第一monster海报制作,"Beauty, Headshot, IP, netflix, 可在挖掘, 整活",AI Images,,,,,,柒柒 (https://www.notion.so/2923f81ff51e801ba3e5e6329276268c?pvs=21),,自动化测试集完成,
Cosplay Maker,,,1761215533,private,,图生图,,mike,,,,GUI,YES,"festival, floor_3, portrait_style_cosplay",,2025/10/24,Bobo,https://app.myshell.ai/chat/1761215533,,Cos万圣节装扮,"Beauty, Halloween, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,mike (https://www.notion.so/mike-21c3f81ff51e801fb0c5e254c840df4e?pvs=21),1761215533 (https://www.notion.so/1761215533-2963f81ff51e80d7a250c203d6f71f05?pvs=21),自动化测试集完成,
CollageSpell,,,1761213143,public,,图生图,,mike,,,,GUI,YES,"floor_3, floor_4, portrait_beauty, portrait_headshot",,2025/10/24,Bobo,https://app.myshell.ai/chat/1761213143,,拼贴艺术滤镜,"Anime, Beauty, Headshot, 可在挖掘, 整活",AI Images,,,,,,mike (https://www.notion.so/mike-21c3f81ff51e801fb0c5e254c840df4e?pvs=21),1761213143 (https://www.notion.so/1761213143-2963f81ff51e80e5842fdc898d7096c9?pvs=21),自动化测试集完成,
Halloween Night Shadow,,,1761283468,private,,图生图,,become,,,,GUI,YES,"festival, floor_3, floor_8, portrait_style_cosplay",,2025/10/24,Bobo,https://app.myshell.ai/chat/1761283468,,万圣节 吸血鬼cos,"Beauty, Halloween, Headshot, 可在挖掘, 整活",AI Images,,,,,,放空+亦诚小组 (https://www.notion.so/1f83f81ff51e808fb027ce7ec4a5ac1f?pvs=21),,自动化测试集完成,
Horizon Strip AI,,,1761294272,private,,图生图,,Lucas,,,,GUI,YES,"floor_3, floor_4",,2025/10/24,,https://app.myshell.ai/chat/1761294272,,山的那边梗图制造,"Beauty, Headshot, IP, 可在挖掘, 整活",Fun&Memes,,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),,自动化测试集完成,
Don't Tell Me!,,,1761304342,private,,(文+图)生图,,Cherry Wu,,,,GUI,YES,"floor_3, floor_4",,2025/10/24,Bobo,https://app.myshell.ai/chat/1761304342,,roast风格的反差三宫格,"可在挖掘, 整活",AI Images,,,,,,柒柒 (https://www.notion.so/2923f81ff51e801ba3e5e6329276268c?pvs=21),,自动化测试集完成,
Disney Wedding Dress,,,1761384677,public,,图生图,,donglong tang,,,,"GUI, P1, 已加入配置, 排期上线",YES,"floor_3, portrait_beauty, portrait_headshot, portrait_style_cosplay",,2025/10/27,Bobo,https://app.myshell.ai/chat/1761384677,,迪士尼婚纱cos,"Beauty, Headshot, IP, Wedding, nano, 可在挖掘",AI Images,,,,,,亦诚 (https://www.notion.so/15d3f81ff51e80c097f4e34262c0e56a?pvs=21),1761384677 (https://www.notion.so/1761384677-2993f81ff51e8013a1f0ee9d98669417?pvs=21),自动化测试集完成,
Third Eye Lens,,,1761411873,private,,(文+图)生图,,wenwu000,,,,"GUI, P1, 排期上线",YES,"floor_3, floor_4",,2025/10/27,Bobo,https://app.myshell.ai/chat/1761411873,,山的那边梗图生成,"可在挖掘, 整活",AI Images,,,,,,wen (https://www.notion.so/wen-2703f81ff51e800e8f5dd97362559f93?pvs=21),,自动化测试集完成,
Youtube Thumbnail Expert,,,1761363645,public,,(文+图)生图,,BinZI,,,,"GUI, P0, 已加入配置, 排期上线",YES,"floor_3, image_tool",,2025/10/27,Bobo,https://app.myshell.ai/chat/1761363645,,thumbnail maker优化版本，更加直观,"nano, tool, 可在挖掘, 整活",AI Images,,,,,,彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21),,自动化测试集完成,
Pixar animation filter,,,1761450002,public,,图生图,,colour,,,,GUI,YES,"all_art_animegame_ip, all_art_material, festival, floor_3",,2025/10/27,Bobo,https://app.myshell.ai/chat/1761450002,,皮克斯万圣节卡通滤镜,"Anime, Beauty, Halloween, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,颜_flux (https://www.notion.so/_flux-2713f81ff51e8066bfb4ca91819285d4?pvs=21),1761450002 (https://www.notion.so/1761450002-2993f81ff51e802e8c2dedebdf869a0d?pvs=21),自动化测试集完成,
Face Changer-Egyptian style,,,1761401184,public,,图生图,,sunbin,,,,GUI,YES,"floor_1, floor_3",,2025/10/27,,https://app.myshell.ai/chat/1761401184,,埃及风格写真,"Beauty, Headshot, 可在挖掘, 整活",AI Images,,,,,,沧海映月 (https://www.notion.so/2993f81ff51e8093a1c3f4203ee37d8a?pvs=21),1761401184 (https://www.notion.so/1761401184-2993f81ff51e8049a788c7d8d6e36ba4?pvs=21),自动化测试集完成,
SnapWithThing,,,1761625426,private,,图生图,,LeonGoing,,,,GUI,YES,"festival, floor_3, floor_4, floor_8",,2025/10/28,Bobo,https://app.myshell.ai/chat/1761625426,,星期三小手合照,"Beauty, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,L gong (https://www.notion.so/L-gong-2543f81ff51e804f8273f694735e3733?pvs=21),,自动化测试集完成,
🎨Midjourney Image & 🎥 Video,,,1761327950,private,,图生视频,,_12zzz22,,,,,YES,"floor_3, floor_5, image_tool",,2025/10/27,Bobo,https://app.myshell.ai/chat/1761327950,,Midjourney 生图生视频工具,"tool, 可在挖掘",Image Tools,,,,,,_12zzz22(discord) (https://www.notion.so/_12zzz22-discord-20f3f81ff51e80169ffdf57e8b2ad185?pvs=21),,自动化测试集完成,
🎵 Suno - Music Generator 🎵,,,1761642714,public,,(文+图)生图,,night,,,,,YES,"floor_3, image_tool, text_to_image",,2025/10/28,Bobo,https://app.myshell.ai/chat/1761642714,,suno音乐工具,"tool, 可在挖掘, 整活",Image Tools,,,,,,night(discord) (https://www.notion.so/night-discord-2113f81ff51e80948b8bc3aa517b3e6d?pvs=21),,自动化测试集完成,
Face Swap-Gothic,,,1761401341,public,,图生图,,sunbin,,,,GUI,YES,"floor_1, floor_3",,2025/10/27,Bobo,https://app.myshell.ai/chat/1761401341,,哥特风写真,"Beauty, Headshot, 可在挖掘, 整活",AI Images,,,,,,沧海映月 (https://www.notion.so/2993f81ff51e8093a1c3f4203ee37d8a?pvs=21),1761401341 (https://www.notion.so/1761401341-2993f81ff51e80a4b8cadf98669d1b17?pvs=21),自动化测试集完成,
VIDU Q2 AI Video Generator,,,1761576174,private,,图生视频,,_12zzz22,,,,GUI,YES,"floor_3, floor_5, image_tool",,2025/10/28,Bobo,https://app.myshell.ai/chat/1761576174,,Vidu2 视频生成工具,"tool, video, 可在挖掘, 整活",AI Images,,,,,,_12zzz22(discord) (https://www.notion.so/_12zzz22-discord-20f3f81ff51e80169ffdf57e8b2ad185?pvs=21),,自动化测试集完成,
Halloween Popcorn,,,1761660321,private,,图生图,,Lucas,,,,GUI,YES,"floor_3, floor_4, floor_8",,2025/10/29,Bobo,https://app.myshell.ai/chat/1761660321,,万圣节电影院合影,"Beauty, Halloween, Headshot, IP, 可在挖掘, 整活",AI Images,,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),1761660321 (https://www.notion.so/1761660321-29b3f81ff51e80c2b602cd2e6d387fb3?pvs=21),自动化测试集完成,
Disney Clothing try-on,,,1761307250,public,,图生图,,OLDX,,,,GUI,YES,"floor_1, floor_3, portrait_beauty, portrait_headshot, portrait_style_cosplay",,2025/10/29,Bobo,https://app.myshell.ai/chat/1761307250,,"迪士尼公主装换装 ",,AI Images,,,,,,X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21),1761307250 (https://www.notion.so/1761307250-29b3f81ff51e80d48589f6ecf595cdc5?pvs=21),自动化测试集完成,
,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,
🎃Halloween Magic,,,1761621187,private,,图生视频,,PenguinAI,,,,GUI,YES,"festival, floor_3, floor_5, floor_8, image_tool",,2025/10/28,Bobo,https://app.myshell.ai/chat/1761621187,,万圣节视频合成,"Anime, Halloween, video, 可在挖掘, 整活",AI Images,,,,,,企鹅张艺瀚 (https://www.notion.so/11a3f81ff51e805885b6da514c863de4?pvs=21),,自动化测试集完成,
Video FaceSwap 🎬,,,1761641648,public,,图生视频,,wenwu000,,,,"GUI, P1, 排期上线",YES,"floor_5, image_tool",,2025/10/29,Bobo,https://app.myshell.ai/chat/1761641648,,视频换脸工具,"tool, video, 可在挖掘, 整活",AI Images,,,,,,wen (https://www.notion.so/wen-2703f81ff51e800e8f5dd97362559f93?pvs=21),,自动化测试集完成,
Frame Your Vibe,,,1761666640,private,,图生视频,,wenwu000,,,,GUI,YES,"floor_3, floor_4, floor_5",,2025/10/29,Bobo,https://app.myshell.ai/chat/1761666640,,山的那边梗图动态化,"video, 可在挖掘, 整活",AI Images,,,,,,wen (https://www.notion.so/wen-2703f81ff51e800e8f5dd97362559f93?pvs=21),,自动化测试集完成,
Face Changing-Elf Style,,,1761709527,public,,图生图,,AIhuihuahua,,,,GUI,,"floor_1, portrait_beauty, portrait_headshot, portrait_style_cosplay",,2025/10/29,Bobo,https://app.myshell.ai/chat/1761709527,,精灵换装,"Beauty, Headshot, 可在挖掘, 整活",AI Images,,,,,,沧海映月 (https://www.notion.so/2993f81ff51e8093a1c3f4203ee37d8a?pvs=21),1761709527 (https://www.notion.so/1761709527-29b3f81ff51e806d9d1de06e1d5623d1?pvs=21),自动化测试集完成,
AI Astrology,,,1761728633,private,,(文+图)生图,,Aileen,,,,GUI,,"floor_3, floor_4",,2025/10/29,Bobo,https://app.myshell.ai/chat/1761728633,,星盘测算,,AI Images,,,,,,牟某某 (https://www.notion.so/1f83f81ff51e80be87d9c00a28fc88ae?pvs=21),,自动化测试集完成,
Face Swap-Mage Style,,,1761707474,public,,图生图,,AIhuihuahua,,,,GUI,,"floor_4, portrait_style_cosplay",,2025/10/29,Bobo,https://app.myshell.ai/chat/1761707474,,魔法师女巫合成照,"witcher, 可在挖掘, 整活",AI Images,,,,,,沧海映月 (https://www.notion.so/2993f81ff51e8093a1c3f4203ee37d8a?pvs=21),1761707474 (https://www.notion.so/1761707474-29b3f81ff51e8012a11bd49e15d5f317?pvs=21),自动化测试集完成,
Giant Prop Studio,,,1761898401,private,,图生图,,Lucas,,,,"GUI, P2, 排期上线",YES,"floor_1, floor_3, floor_4, portrait_beauty, portrait_headshot",,2025/10/31,Bobo,https://app.myshell.ai/chat/1761898401,,物体巨大化个人照，随机匹配，特别好看,"Beauty, Headshot, 可在挖掘, 整活",AI Images,,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),1761898401 (https://www.notion.so/1761898401-29d3f81ff51e8092b73dc5c11aa19dec?pvs=21),自动化测试集完成,
Halloween Cards,,,1760881292,private,,图生图,,maiobiai,,,,GUI,YES,"all_art_material, festival, floor_3, floor_8",,2025/10/31,Bobo,https://app.myshell.ai/chat/1760881292,,万圣节卡片,"Anime, Beauty, Halloween, 可在挖掘, 整活",AI Images,,,,,,李火火 (https://www.notion.so/1bb3f81ff51e80eba138d176a1426398?pvs=21),1760881292 (https://www.notion.so/1760881292-29d3f81ff51e80edbf72e39d9d08e3c4?pvs=21),自动化测试集完成,
Photo with Chibi Wednesday,,,1761820287,public,,图生图,,LeonGoing,,,,GUI,YES,"all_art_animegame_ip, floor_3, floor_4",,2025/10/30,Bobo,https://app.myshell.ai/chat/1761820287,,动漫版星期三合照,"Anime, Beauty, Headshot, IP, snapshot, 可在挖掘, 整活",AI Images,,,,,,L gong (https://www.notion.so/L-gong-2543f81ff51e804f8273f694735e3733?pvs=21),,自动化测试集完成,
90s Horror Bedroom,,,1761791585,private,,图生图,,Lucas,,,,GUI,YES,"floor_3, floor_8",,2025/10/30,Bobo,https://app.myshell.ai/chat/1761791585,,惊声尖叫电影场景模拟,"Halloween, 可在挖掘, 整活",AI Images,,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),1761791585 (https://www.notion.so/1761791585-29c3f81ff51e805eaf0bcf52e4e8f60e?pvs=21),自动化测试集完成,
Aetheria,,,1762067649,private,,(文+图)生图,,Christine LEE,,,,,,"floor_4, image_game, image_tool",,2025/11/03,,https://app.myshell.ai/chat/1762067649,,中式算命,"tool, 可在挖掘, 整活",AI Images,,,,,,Christine LEE (https://www.notion.so/Christine-LEE-2a03f81ff51e8001902ce6a42325fe51?pvs=21),,自动化测试集完成,
CyberCard,,,1761897025,private,,文生图,,BinZI,,,,GUI,YES,"floor_3, image_tool, text_to_image",,2025/10/31,Bobo,https://app.myshell.ai/chat/1761897025,,名片生成,"Card, tool, 可在挖掘, 整活",AI Images,,,,,,彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21),,自动化测试集完成,
"LISA-Love, Death, Robots Filter",,,1762053790,private,,图生图,,_12zzz22,,,,"GUI, P0, 已加入base44, 排期上线",YES,"floor_1, floor_3, portrait_beauty",,2025/11/02,Bobo,https://app.myshell.ai/chat/1762053790,,Lisa jibaro 滤镜,Jibaro,AI Images,,,,,,_12zzz22(discord) (https://www.notion.so/_12zzz22-discord-20f3f81ff51e80169ffdf57e8b2ad185?pvs=21),1762053790 (https://www.notion.so/1762053790-29f3f81ff51e8093a866eedbd27ca3bd?pvs=21),自动化测试集完成,
Book Beauty📖<,,,1753970066,private,,图生图,,maiobiai,,,,GUI,YES,"floor_3, portrait_beauty, portrait_headshot",,2025/11/03,Bobo,https://app.myshell.ai/chat/1753970066,,书本弹出精灵写真滤镜,"Beauty, Headshot, 可在挖掘, 整活",AI Images,,,,,,李火火 (https://www.notion.so/1bb3f81ff51e80eba138d176a1426398?pvs=21),1753970066 (https://www.notion.so/1753970066-2a03f81ff51e804ba917fae5579adc3b?pvs=21),自动化测试集完成,
The Bed Sheet Ghost,,,1761971083,public,,图生图,,SoilSighStudio,,,,GUI,YES,"floor_3, floor_4, floor_8",,2025/11/03,Bobo,https://app.myshell.ai/chat/1761971083,,床单鬼魂生成器,"Halloween, 可在挖掘, 整活",AI Images,,,,,,soilsigh  (https://www.notion.so/soilsigh-1fc3f81ff51e80bbae15d5f7e82ae3de?pvs=21),1761971083 (https://www.notion.so/1761971083-2a03f81ff51e80c28121c266f7e7f0b4?pvs=21),自动化测试集完成,
X-card,,,1762051343,private,,(文+图)生图,,jun he,,,,GUI,YES,"floor_3, image_tool, text_to_image",,2025/11/03,Bobo,https://app.myshell.ai/chat/1762051343,,X名片 可上传头像,"Card, IP, 可在挖掘, 整活",AI Images,,,,,,贺舰华 (https://www.notion.so/2103f81ff51e8096a64aff5c9740aab9?pvs=21),,自动化测试集完成,
Ignite SunoLust,,,1762066226,public,,图生视频,,Christine LEE,,,,,YES,"floor_3, image_tool, text_to_image",,2025/11/03,Bobo,https://app.myshell.ai/chat/1762066226,,suno音乐生成工具,"tool, 可在挖掘, 整活",Image Tools,,,,,,Christine LEE (https://www.notion.so/Christine-LEE-2a03f81ff51e8001902ce6a42325fe51?pvs=21),,自动化测试集完成,
Monster Chase,,,1762098719,private,,图生图,,become,,,,GUI,YES,"floor_4, floor_5, video",,2025/11/05,,https://app.myshell.ai/chat/1762098719,,怪物追赶视频生成,"video, 整活",AI Images,,,,,,放空+亦诚小组 (https://www.notion.so/1f83f81ff51e808fb027ce7ec4a5ac1f?pvs=21),,自动化测试集完成,
Color card Line art coloring,,,1762175161,private,,图生图,,SoilSighStudio,,,,GUI,YES,"floor_3, portrait_beauty, portrait_headshot",,2025/11/04,Bobo,https://app.myshell.ai/chat/1762175161,,水彩滤镜,"Anime, Beauty, Headshot, 可在挖掘, 整活",Photo Filters,,,,,,soilsigh  (https://www.notion.so/soilsigh-1fc3f81ff51e80bbae15d5f7e82ae3de?pvs=21),1762175161 (https://www.notion.so/1762175161-2a13f81ff51e80538fdecd717a5cf740?pvs=21),自动化测试集完成,
Turn Into a Girl - Video Generator,,,1762004124,private,,视频生视频,,_12zzz22,,,,GUI,YES,"floor_3, floor_4, floor_5",,2025/11/03,Bobo,https://app.myshell.ai/chat/1762004124,,视频捕捉性转生成视频,"tool, video, 可在挖掘, 整活",AI Images,,,,,,_12zzz22(discord) (https://www.notion.so/_12zzz22-discord-20f3f81ff51e80169ffdf57e8b2ad185?pvs=21),,自动化测试集完成,
Chubby Oil Painting,,,1762167317,private,,图生图,,LeonGoing,,,,GUI,,floor_4,,2025/11/04,Bobo,https://app.myshell.ai/chat/1762167317,,油画小肥仔 鄙视滤镜,"Anime, IP, 可在挖掘, 整活",AI Images,,,,,,L gong (https://www.notion.so/L-gong-2543f81ff51e804f8273f694735e3733?pvs=21),1762167317 (https://www.notion.so/1762167317-2a13f81ff51e80218daadee8f40a7cef?pvs=21),自动化测试集完成,
